Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Rodrigo Márquez,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,2,3,66.7,34,0,0,1,0.0,2,2,100.0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,3,4,1,0,8,1,0,0.0,1,100.0,3,20,4,0,0,3,0,2,0,0,0
Rodrigo Márquez,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,3,8,37.5,36,0,2,3,66.7,1,4,25.0,0,1,0.0,0.0,0.0,0,0,0,0,5,3,2,0,0,2,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,12,0,0,10,3,0,12,5,3,60.0,2,40.0,8,48,10,2,0,9,1,1,1,1,50.0
Agustín Martegani,Meio-campista,0,0,0,0,0.0,0.0,0.3,0.3,5,13,16,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.10,1,0,0.0,0.31,0.00,0.00,0,23.3,0,0,0.02,0.0,0.0,94,123,76.4,1234,472,57,69,82.6,29,38,76.3,1,3,33.3,0.2,-0.3,4,7,0,0,106,17,8,0,0,4,94,7,2.17,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,10,8,4,6,0,5,10,50.0,5,3,0,3,5,15,2,0,162,3,29,101,35,3,162,10,3,30.0,7,70.0,81,346,198,3,1,101,7,16,9,2,81.8
Enzo Martín Roldán,Meio-campista,0,0,0,0,0.2,0.2,0.1,0.3,14,22,11,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.09,5,0,0.0,1.51,0.00,0.00,0,27.9,0,0,0.04,-0.2,-0.2,95,123,77.2,1770,449,33,46,71.7,48,55,87.3,12,18,66.7,0.1,-0.1,4,14,3,0,119,3,0,0,0,10,95,6,1.81,3,1,2,0,0,0,0,0.00,0,0,0,0,0,0,6,3,1,2,3,3,6,50.0,3,4,0,4,4,10,4,0,174,4,22,108,46,2,174,13,7,53.8,6,46.2,104,815,433,8,0,108,6,13,5,5,50.0
Adrián Martínez,Atacante,2,1,3,2,5.0,4.2,1.6,5.8,5,9,33,0.22,0.11,0.33,0.22,0.33,0.54,0.17,0.71,0.63,27,10,37.0,2.93,1.09,0.07,0.20,14.7,0,1,0.16,-3.0,-2.2,84,138,60.9,1326,275,38,61,62.3,34,51,66.7,7,13,53.8,0.7,-0.6,8,7,3,2,128,8,1,2,2,3,84,19,2.06,11,1,0,2,4,1,3,0.33,1,0,0,1,0,1,5,3,1,1,3,2,5,40.0,3,3,1,2,2,7,6,0,234,8,14,94,127,47,233,5,1,20.0,4,80.0,120,483,152,6,2,153,11,17,12,31,27.9
Alejandro Martínez,Atacante,2,0,2,2,0.9,0.9,0.4,1.3,23,20,46,0.32,0.00,0.32,0.32,0.32,0.14,0.06,0.20,0.20,16,4,25.0,2.54,0.64,0.13,0.50,22.9,2,0,0.05,+1.1,+1.1,113,182,62.1,1794,608,59,76,77.6,41,61,67.2,9,28,32.1,0.7,-0.4,7,10,8,2,151,29,12,1,0,39,113,16,2.54,10,5,0,0,1,0,1,0.16,0,1,0,0,0,0,12,8,6,4,2,7,10,70.0,3,4,0,4,4,16,3,0,268,0,27,116,129,16,268,21,5,23.8,13,61.9,152,1026,534,11,7,169,6,22,0,5,0.0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Damián Martínez,Defensor,0,0,0,0,0.1,0.1,0.3,0.4,6,17,12,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.06,2,0,0.0,0.32,0.00,0.00,0,17.8,0,0,0.05,-0.1,-0.1,178,252,70.6,3144,1536,88,102,86.3,69,98,70.4,17,38,44.7,0.3,-0.3,5,14,5,4,177,74,6,0,0,10,178,7,1.12,5,1,0,0,1,0,1,0.16,0,0,0,0,1,0,12,8,6,4,2,4,8,50.0,4,11,2,9,6,18,20,0,321,17,109,150,62,5,321,6,3,50.0,3,50.0,112,492,258,1,2,132,5,6,7,7,50.0
Enzo Martínez,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,51,72,70.8,1111,512,20,21,95.2,17,28,60.7,14,20,70.0,0.0,0.0,0,6,0,0,68,4,2,0,3,1,51,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,4,6,3,0,82,3,33,47,3,0,82,0,0,0,0,0,41,220,139,1,0,37,1,15,6,1,85.7
Fernando Martínez,Atacante,0,0,0,0,0.4,0.4,0.0,0.4,0,0,4,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.90,0.90,1,1,100.0,2.25,2.25,0.00,0.00,10.7,0,0,0.40,-0.4,-0.4,6,10,60.0,69,25,6,9,66.7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,0,0,0,0,0,6,1,2.25,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,7,7,2,17,0,0,0,0,0,6,26,17,0,0,9,1,2,2,2,50.0
Luca Martínez,Atacante,1,0,1,1,1.1,1.1,0.0,1.1,1,0,5,0.84,0.00,0.84,0.84,0.84,0.94,0.02,0.95,0.95,5,3,60.0,4.21,2.52,0.20,0.33,19.2,0,0,0.22,-0.1,-0.1,12,27,44.4,123,12,8,14,57.1,2,6,33.3,0,0,0,0.0,0.0,1,2,0,0,25,2,0,0,0,1,12,3,2.52,1,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,2,3,25,18,7,46,3,0,0.0,3,100.0,24,126,16,0,1,36,3,2,4,9,30.8
Mauricio Martínez,Meio-campista,0,0,0,0,0.5,0.5,0.1,0.5,10,43,13,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.06,14,2,14.3,1.64,0.23,0.00,0.00,28.4,0,0,0.03,-0.5,-0.5,292,370,78.9,5461,1473,120,138,87.0,125,142,88.0,40,65,61.5,0.1,-0.1,3,38,4,1,355,15,10,2,5,5,292,9,1.06,6,0,1,0,2,0,1,0.12,1,0,0,0,0,0,22,14,7,8,7,12,16,75.0,4,2,1,1,9,31,19,0,475,24,128,282,76,8,475,19,9,47.4,8,42.1,269,1462,551,11,1,280,8,72,9,2,81.8
Roger Martínez,Atacante,5,0,5,4,3.1,2.4,1.0,3.4,16,17,58,0.66,0.00,0.66,0.53,0.53,0.41,0.13,0.55,0.44,25,8,32.0,3.29,1.05,0.16,0.50,16.6,0,1,0.09,+1.9,+1.6,109,159,68.6,1571,358,67,90,74.4,31,42,73.8,5,7,71.4,0.5,-1.0,13,4,5,0,148,9,0,1,0,4,109,26,3.43,16,0,4,3,2,1,0,0.00,0,0,0,0,0,0,8,3,0,4,4,4,7,57.1,3,2,0,2,0,8,6,0,273,6,16,83,182,46,272,32,17,53.1,14,43.8,170,922,411,16,4,218,14,17,19,19,50.0
Ronaldo Martínez,Atacante,2,0,2,2,1.2,1.2,0.1,1.4,4,8,33,0.36,0.00,0.36,0.36,0.36,0.22,0.03,0.25,0.25,11,4,36.4,1.98,0.72,0.18,0.50,12.2,0,0,0.11,+0.8,+0.8,53,136,39.0,675,177,29,66,43.9,18,48,37.5,2,4,50.0,0.1,-0.1,4,4,1,0,127,9,0,0,0,3,53,9,1.61,5,0,2,2,0,0,2,0.36,1,0,1,0,0,0,4,1,0,2,2,1,2,50.0,1,3,0,3,2,6,6,0,201,5,14,103,88,25,201,7,3,42.9,4,57.1,83,330,118,4,5,136,4,17,40,41,49.4
Rubén Martínez,Meio-campista,0,0,0,0,0.3,0.3,0.3,0.6,14,52,13,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.04,9,2,22.2,0.67,0.15,0.00,0.00,23.5,0,0,0.03,-0.3,-0.3,305,431,70.8,4921,1637,161,209,77.0,114,139,82.0,24,46,52.2,0.2,-0.3,4,36,5,1,425,4,3,0,5,8,305,18,1.34,9,0,1,2,4,2,3,0.22,1,0,0,1,0,1,41,23,13,23,5,18,38,47.4,20,19,0,19,18,59,19,1,584,24,129,361,100,9,584,11,8,72.7,3,27.3,262,1300,620,10,0,296,27,68,21,17,55.3
Ángelo Martino,Defensor,0,0,0,0,0.4,0.4,0.4,0.8,22,55,41,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.06,14,5,35.7,1.07,0.38,0.00,0.00,21.8,0,0,0.03,-0.4,-0.4,403,609,66.2,7079,3493,178,235,75.7,172,239,72.0,45,89,50.6,0.7,-0.4,7,41,7,4,463,144,7,0,1,26,403,23,1.76,11,6,2,1,2,1,1,0.08,0,0,0,0,0,1,25,18,16,6,3,14,23,60.9,9,13,1,12,23,48,35,0,774,38,224,356,202,19,774,15,5,33.3,8,53.3,309,1777,979,15,3,342,16,55,27,21,56.3
Gastón Martirena,Defensor,2,2,4,2,0.5,0.5,3.3,3.7,20,42,85,0.17,0.17,0.33,0.17,0.33,0.04,0.27,0.31,0.31,14,3,21.4,1.17,0.25,0.14,0.67,29.9,3,0,0.03,+1.5,+1.5,390,563,69.3,6958,2720,170,203,83.7,167,229,72.9,41,92,44.6,2.0,-1.3,20,33,17,10,444,117,9,0,4,44,390,42,3.50,26,8,2,2,4,0,3,0.25,3,0,0,0,0,0,21,14,9,8,4,14,28,50.0,14,13,0,13,11,32,34,1,697,25,143,286,274,25,697,22,11,50.0,10,45.5,339,1633,923,17,5,357,13,58,11,10,52.4
Franco Mastantuono,Meio-campista,1,2,3,1,2.5,2.5,1.7,4.2,25,55,74,0.13,0.27,0.40,0.13,0.40,0.33,0.23,0.55,0.55,31,8,25.8,4.13,1.07,0.03,0.13,23.0,6,0,0.08,-1.5,-1.5,329,440,74.8,5666,1282,158,186,84.9,118,142,83.1,43,90,47.8,1.6,+0.3,20,35,12,1,390,49,9,4,3,46,329,40,5.29,23,9,2,2,4,0,3,0.40,2,1,0,0,0,0,18,11,1,15,2,6,11,54.5,5,5,0,5,0,18,0,0,567,2,28,274,278,31,567,51,23,45.1,26,51.0,359,2270,857,15,9,423,14,49,4,13,23.5
Facundo Mater,Defensor,0,0,0,0,0.3,0.3,0.5,0.8,7,31,23,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.11,6,1,16.7,0.82,0.14,0.00,0.00,24.1,0,0,0.05,-0.3,-0.3,299,405,73.8,5020,2564,146,178,82.0,115,146,78.8,29,50,58.0,0.6,-0.5,7,25,7,2,317,87,9,2,2,9,299,22,3.01,13,4,0,2,3,0,2,0.27,1,1,0,0,0,0,20,15,13,6,1,12,21,57.1,9,10,3,7,6,26,27,1,522,30,186,247,100,8,522,38,16,42.1,19,50.0,217,950,482,11,0,261,13,38,6,7,46.2
Guillermo Matías Fernández,Meio-campista,0,0,0,0,0.0,0.0,0.1,0.1,9,59,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,1,0,0.0,0.08,0.00,0.00,0,33.1,0,0,0.00,0.0,0.0,603,705,85.5,11312,3609,241,268,89.9,275,299,92.0,76,103,73.8,0.2,-0.1,3,49,1,0,666,36,33,0,9,1,603,10,0.84,9,0,0,0,0,1,1,0.08,1,0,0,0,0,0,36,26,19,15,2,23,33,69.7,10,11,5,6,25,61,27,0,836,58,298,512,31,0,836,11,6,54.5,4,36.4,448,2078,1095,4,0,516,14,80,7,10,41.2
José Mauri,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.06,1,0,0.0,1.30,0.00,0.00,0,33.5,0,0,0.01,0.0,0.0,11,18,61.1,228,83,2,6,33.3,8,9,88.9,1,2,50.0,0.0,0.0,2,1,1,0,17,1,1,0,0,0,11,3,3.97,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,30,0,9,14,7,0,30,0,0,0,0,0,12,51,15,1,0,13,2,4,0,1,0.0
Augusto Max,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,4,7,57.1,96,50,0,1,0.0,3,3,100.0,1,2,50.0,0.0,0.0,0,2,0,0,7,0,0,0,0,0,4,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,3,1,0,2,3,66.7,1,0,0,0,0,4,2,0,14,2,6,8,0,0,14,0,0,0,0,0,1,2,2,0,0,5,0,0,1,0,100.0
Guillermo May,Atacante,0,0,0,0,0.5,0.5,0.1,0.6,2,0,9,0.00,0.00,0.00,0.00,0.00,0.38,0.05,0.43,0.43,7,2,28.6,5.43,1.55,0.00,0.00,15.5,0,0,0.07,-0.5,-0.5,16,23,69.6,174,5,8,10,80.0,5,7,71.4,0,1,0.0,0.0,-0.1,1,0,0,0,20,2,0,0,0,2,16,4,3.10,1,0,2,0,1,0,2,1.55,0,0,1,0,1,0,2,2,2,0,0,0,2,0.0,2,2,0,2,0,2,0,0,53,1,6,22,26,11,53,9,5,55.6,3,33.3,29,192,74,4,2,32,2,5,8,4,66.7
Walter Mazzantti,Atacante,1,2,3,1,2.8,2.8,1.6,4.4,48,27,120,0.06,0.13,0.19,0.06,0.19,0.18,0.10,0.28,0.28,24,7,29.2,1.55,0.45,0.04,0.14,16.1,0,0,0.12,-1.8,-1.8,241,339,71.1,3127,630,162,201,80.6,55,88,62.5,10,16,62.5,1.2,+0.4,13,16,11,4,332,5,1,1,2,26,241,35,2.26,23,0,3,1,8,0,6,0.39,5,0,0,0,1,0,30,16,11,13,6,10,35,28.6,25,25,1,24,7,37,11,0,571,4,61,237,290,53,571,52,22,42.3,26,50.0,354,2403,1062,34,13,389,39,59,21,28,42.9
Gary Medel,Defensor,0,0,0,0,0.0,0.0,0.1,0.1,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,1,0,0.0,0.17,0.00,0.00,0,24.7,0,0,0.02,0.0,0.0,374,403,92.8,7673,2425,101,106,95.3,226,234,96.6,45,60,75.0,0.0,-0.1,2,5,0,0,381,22,18,0,3,0,374,5,0.87,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,6,2,0,4,9,44.4,5,6,6,0,4,12,25,1,454,52,266,174,15,0,454,0,0,0,0,0,242,1052,437,0,0,334,5,20,8,8,50.0
Cristian Medina,Meio-campista,1,1,2,1,0.8,0.8,0.9,1.7,19,50,21,0.10,0.10,0.21,0.10,0.21,0.08,0.09,0.17,0.17,9,5,55.6,0.93,0.51,0.11,0.20,17.1,0,0,0.09,+0.2,+0.2,352,417,84.4,5635,1412,186,203,91.6,129,149,86.6,25,37,67.6,1.2,+0.1,8,41,8,0,398,18,7,3,1,4,352,19,1.96,12,1,3,1,2,0,3,0.31,1,0,1,1,0,0,28,17,9,16,3,14,20,70.0,6,13,3,10,10,38,8,0,538,16,99,337,107,14,538,25,13,52.0,10,40.0,317,1785,986,13,2,352,21,57,6,7,46.2
Federico Medina,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,4,4,100.0,72,43,0,0,0,3,3,100.0,0,0,0,0.0,0.0,0,1,0,0,4,0,0,0,0,0,4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,2,5,2,0,8,1,1,100.0,0,0.0,4,32,21,0,0,3,0,2,0,0,0
Sebastián Medina,Defensor,0,0,0,0,0.0,0.0,0.1,0.1,2,2,9,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.06,1,0,0.0,0.64,0.00,0.00,0,28.2,0,0,0.03,0.0,0.0,37,59,62.7,609,270,17,25,68.0,15,19,78.9,3,9,33.3,0.1,-0.1,1,2,2,2,51,8,0,0,0,7,37,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,6,2,4,0,1,3,0,81,4,21,31,29,2,81,2,1,50.0,1,50.0,43,151,55,1,0,45,3,4,2,5,28.6
Tobías Medina,Meio-campista,0,0,0,0,0.0,0.0,0.1,0.1,0,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,37,44,84.1,552,92,19,21,90.5,14,17,82.4,2,4,50.0,0.1,-0.1,1,3,1,1,39,5,0,0,0,5,37,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,52,1,4,23,25,3,52,0,0,0,0,0,24,120,51,3,0,36,1,3,1,1,50.0
Juan Meli,Defensor,1,0,1,1,0.6,0.6,0.1,0.7,6,19,16,0.19,0.00,0.19,0.19,0.19,0.11,0.02,0.13,0.13,2,1,50.0,0.37,0.19,0.50,1.00,22.7,0,0,0.29,+0.4,+0.4,128,196,65.3,2242,1180,51,61,83.6,68,90,75.6,6,29,20.7,0.2,-0.1,4,12,2,0,150,45,1,0,0,10,128,7,1.31,4,1,2,0,0,0,2,0.37,1,0,1,0,0,0,11,7,5,4,2,3,11,27.3,8,6,0,6,11,22,10,1,259,6,78,135,46,11,259,8,4,50.0,4,50.0,118,626,286,3,2,114,2,21,2,9,18.2
Armando Méndez,Defensor,1,1,2,1,1.9,1.9,1.5,3.4,34,33,53,0.09,0.09,0.17,0.09,0.17,0.18,0.15,0.33,0.33,8,2,25.0,0.70,0.17,0.13,0.50,16.1,0,0,0.24,-0.9,-0.9,288,417,69.1,4495,1577,133,161,82.6,134,186,72.0,10,47,21.3,1.1,-0.5,10,24,11,6,313,104,2,0,0,34,288,26,2.49,20,5,1,0,0,0,1,0.10,1,0,0,0,0,0,28,25,10,14,4,12,20,60.0,8,14,3,11,6,34,27,0,551,25,103,256,198,14,551,26,11,42.3,12,46.2,251,1986,1257,26,3,265,10,42,16,9,64.0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Emiliano Méndez,Meio-campista,1,0,1,1,0.4,0.4,0.2,0.5,3,42,3,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.04,6,2,33.3,0.50,0.17,0.17,0.50,18.6,0,0,0.06,+0.6,+0.6,238,359,66.3,4336,1940,117,153,76.5,76,114,66.7,34,60,56.7,0.2,-0.2,4,36,3,0,351,6,5,2,2,0,238,8,0.66,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,35,20,21,13,1,15,24,62.5,9,14,6,8,13,48,28,1,493,42,170,279,48,20,493,9,5,55.6,3,33.3,137,501,227,3,0,182,12,65,37,32,53.6
José Méndez,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,12,13,92.3,150,33,8,8,100.0,4,4,100.0,0,1,0.0,0.0,0.0,0,3,0,0,12,1,0,0,0,1,12,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,3,8,7,1,18,0,0,0,0,0,8,77,34,1,0,8,1,2,0,1,0.0
Mauro Méndez,Atacante,1,0,1,1,0.6,0.6,0.0,0.6,2,5,8,0.85,0.00,0.85,0.85,0.85,0.52,0.00,0.52,0.52,4,2,50.0,3.40,1.70,0.25,0.50,13.8,0,0,0.15,+0.4,+0.4,20,29,69.0,289,49,11,14,78.6,7,12,58.3,1,1,100.0,0.0,0.0,0,1,1,0,28,1,0,0,0,1,20,3,2.55,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,41,1,2,21,19,7,41,2,1,50.0,1,50.0,25,125,60,4,1,32,0,3,5,5,50.0
Mateo Mendía,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1,1,100.0,0.50,0.50,0.00,0.00,15.0,0,0,0.02,0.0,0.0,78,93,83.9,1334,423,27,34,79.4,46,51,90.2,5,8,62.5,0.0,0.0,0,3,0,0,92,1,1,0,0,1,78,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,2,4,50.0,2,4,3,1,7,9,5,0,112,8,45,64,4,2,112,1,1,100.0,0,0.0,65,355,234,0,0,73,0,6,7,2,77.8
Mateo Mendoza,Defensor,0,0,0,0,0.2,0.2,0.0,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,4,1,25.0,1.20,0.30,0.00,0.00,13.3,0,0,0.05,-0.2,-0.2,153,185,82.7,3026,795,55,59,93.2,70,85,82.4,25,35,71.4,0.0,0.0,1,4,0,0,181,4,4,0,0,1,153,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14,9,10,3,1,5,7,71.4,2,6,4,2,8,22,22,0,247,23,145,87,15,7,247,0,0,0,0,0,137,575,292,3,0,146,5,15,7,6,53.8
Lucas Menossi,Meio-campista,0,0,0,0,0.0,0.0,0.3,0.3,1,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.29,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,30,41,73.2,499,229,14,14,100.0,11,15,73.3,3,6,50.0,0.2,-0.3,3,7,3,1,41,0,0,0,0,2,30,7,7.24,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,3,0.0,3,2,0,2,2,3,2,0,54,3,11,32,12,1,54,0,0,0,0,0,32,164,97,1,1,33,0,7,2,1,66.7
