Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Jemerson,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,109,127,85.8,1864,747,46,50,92.0,54,60,90.0,8,13,61.5,0.0,0.0,0,7,0,0,118,8,8,0,0,1,109,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,2,2,100.0,0,4,3,1,5,7,4,0,145,9,67,74,4,0,145,0,0,0.0,0,0.0,87,390,150,1,0,105,4,10,8,2,80.0
Jemerson,Defensor,1,0,1,1,0.4,0.4,0.0,0.4,1,8,1,0.26,0.0,0.26,0.26,0.26,0.09,0.0,0.09,0.09,2,1,50.0,0.52,0.26,0.5,1.0,12.5,0,0,0.18,0.6,0.6,83,107,77.6,1718,690,23,26,88.5,45,49,91.8,13,27,48.1,0.0,0.0,0,5,0,0,102,5,5,0,2,0,83,3,0.78,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,2,2,100.0,0,9,5,4,3,5,12,0,139,22,67,68,5,4,139,1,1,100.0,0,0.0,60,346,150,0,0,62,0,14,3,6,33.3
Caíque de Jesus Gonçalves,Meio-campista,0,0,0,0,0.1,0.1,0.3,0.3,13,59,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,3,0,0.0,0.19,0.0,0.0,0.0,31.8,0,0,0.02,-0.1,-0.1,764,841,90.8,14176,3679,297,327,90.8,355,376,94.4,97,107,90.7,0.3,-0.3,6,61,5,1,793,46,40,0,4,2,764,13,0.82,12,0,0,0,0,1,0,0.0,0,0,0,0,0,0,44,24,20,24,0,17,32,53.1,15,19,6,13,24,68,33,1,985,76,360,581,54,1,985,16,12,75.0,4,25.0,559,3184,1360,19,0,637,28,95,14,13,51.9
John,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,684,868,78.8,17769,12299,146,147,99.3,357,357,100.0,178,359,49.6,0.0,0.0,0,11,0,0,656,211,53,0,0,0,684,7,0.28,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,15,1,921,713,907,15,0,0,921,0,0,0.0,0,0.0,523,2575,1545,0,0,462,3,22,6,0,100.0
Felipe Jonatan,Defensor,0,0,0,0,0.7,0.7,0.4,1.0,13,54,45,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.06,9,4,44.4,0.57,0.25,0.0,0.0,18.3,0,0,0.07,-0.7,-0.7,567,753,75.3,9934,4156,251,286,87.8,241,304,79.3,64,128,50.0,0.6,-0.4,8,53,8,3,595,156,30,1,2,45,567,30,1.91,18,4,2,2,2,2,2,0.13,1,0,0,0,1,0,20,14,9,8,3,9,25,36.0,16,14,5,9,23,43,64,0,920,61,294,459,177,12,920,25,12,48.0,10,40.0,438,1721,966,11,1,499,25,73,16,16,50.0
Jonathan,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,30,40,75.0,643,222,9,12,75.0,12,16,75.0,9,12,75.0,0.0,0.0,0,1,0,0,39,1,1,0,0,0,30,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,3,0,48,3,24,24,0,0,48,0,0,0.0,0,0.0,33,109,21,0,0,35,0,5,1,0,100.0
Jonathan,Defensor,0,1,1,0,0.1,0.1,0.7,0.8,6,31,11,0.0,0.17,0.17,0.0,0.17,0.02,0.12,0.14,0.14,4,1,25.0,0.7,0.17,0.0,0.0,23.0,0,0,0.03,-0.1,-0.1,244,307,79.5,4227,1609,116,130,89.2,101,120,84.2,21,40,52.5,0.5,0.3,8,16,8,4,252,54,3,0,4,14,244,15,2.62,12,1,0,2,0,0,2,0.35,1,0,0,1,0,0,11,5,9,0,2,6,15,40.0,9,9,1,8,6,17,15,0,375,19,133,159,88,2,375,10,5,50.0,5,50.0,162,1029,501,8,0,191,2,29,4,8,33.3
Kaio Jorge,Atacante,1,1,2,1,2.7,1.8,0.7,2.6,11,12,36,0.11,0.11,0.22,0.11,0.22,0.3,0.08,0.38,0.29,23,9,39.1,2.56,1.0,0.04,0.11,15.9,0,1,0.08,-1.7,-0.8,108,141,76.6,1577,210,62,78,79.5,34,41,82.9,6,7,85.7,0.3,0.3,9,7,4,0,130,11,0,1,2,3,108,23,2.56,17,0,1,2,3,0,1,0.11,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,5,0,5,0,1,9,0,222,9,21,100,103,30,221,7,2,28.6,4,57.1,138,730,324,9,5,169,12,11,13,32,28.9
Jorginho,Meio-campista,0,1,1,0,0.0,0.0,0.1,0.1,2,5,4,0.0,1.23,1.23,0.0,1.23,0.06,0.1,0.16,0.16,1,1,100.0,1.23,1.23,0.0,0.0,22.6,1,0,0.05,0.0,0.0,17,25,68.0,330,77,5,10,50.0,9,10,90.0,2,3,66.7,0.0,0.9,1,3,0,0,22,2,0,0,0,2,17,6,7.4,2,0,0,0,3,1,2,2.47,1,0,0,0,1,0,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,1,0,35,2,8,10,17,3,35,1,1,100.0,0,0.0,21,113,43,1,1,25,3,3,1,1,50.0
Jhonatan Jowjow,Meio-campista,0,1,1,0,0.5,0.5,0.1,0.7,4,9,12,0.0,0.63,0.63,0.0,0.63,0.34,0.07,0.41,0.41,4,0,0.0,2.54,0.0,0.0,0.0,19.2,0,0,0.13,-0.5,-0.5,47,67,70.1,741,150,27,29,93.1,16,23,69.6,4,9,44.4,0.1,0.9,5,6,0,0,61,5,0,1,0,8,47,10,6.34,7,0,1,1,0,1,2,1.27,1,0,0,1,0,0,5,3,2,2,1,0,4,0.0,4,3,0,3,3,8,4,0,93,4,11,41,44,7,93,2,1,50.0,1,50.0,55,320,182,4,1,58,1,9,1,5,16.7
Jhonatan Jowjow,Meio-campista,2,0,2,2,0.9,0.9,0.9,1.8,24,26,37,0.35,0.0,0.35,0.35,0.35,0.16,0.16,0.32,0.32,11,5,45.5,1.91,0.87,0.18,0.4,20.8,0,0,0.08,1.1,1.1,142,196,72.4,2579,839,69,83,83.1,43,59,72.9,21,32,65.6,1.0,-0.9,15,14,9,2,182,14,4,5,6,9,142,24,4.17,16,1,5,0,1,1,1,0.17,0,0,0,0,1,0,16,13,6,5,5,8,10,80.0,2,10,1,9,1,17,4,0,270,3,27,127,123,19,270,26,15,57.7,10,38.5,153,1168,708,20,3,179,5,23,3,5,37.5
Daniel Jr,Meio-campista,0,0,0,0,0.1,0.1,0.5,0.5,3,4,14,0.0,0.0,0.0,0.0,0.0,0.06,0.3,0.36,0.36,3,1,33.3,1.99,0.66,0.0,0.0,32.9,1,0,0.03,-0.1,-0.1,57,69,82.6,958,231,25,29,86.2,23,24,95.8,6,9,66.7,0.6,-0.5,7,6,1,1,59,10,5,0,0,5,57,12,7.94,5,5,0,0,2,0,0,0.0,0,0,0,0,0,0,3,1,1,2,0,2,4,50.0,2,0,0,0,0,3,0,0,89,0,11,42,38,2,89,11,3,27.3,7,63.6,57,439,158,5,0,64,7,11,1,0,100.0
Luciano Juba,Defensor,3,1,4,3,0.9,0.9,2.6,3.6,28,97,59,0.12,0.04,0.16,0.12,0.16,0.04,0.11,0.14,0.14,16,6,37.5,0.64,0.24,0.19,0.5,23.5,8,0,0.06,2.1,2.1,1380,1660,83.1,23479,8269,616,663,92.9,642,734,87.5,103,209,49.3,2.5,-1.6,36,86,32,15,1445,205,42,1,12,85,1380,55,2.21,44,9,0,0,2,0,3,0.12,3,0,0,0,0,0,34,25,22,10,2,26,50,52.0,24,18,4,14,40,74,62,0,1853,101,661,886,329,12,1853,20,7,35.0,11,55.0,1002,4287,2349,27,2,1214,11,138,22,20,52.4
Juliano,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,3,100.0,41,12,1,1,100.0,2,2,100.0,0,0,0.0,0.0,0.0,0,0,1,0,3,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,5,0,0,0.0,0,0.0,2,4,0,0,0,2,1,0,0,3,0.0
Julimar,Atacante,3,1,4,3,4.1,4.1,1.7,5.8,63,33,137,0.21,0.07,0.28,0.21,0.28,0.29,0.12,0.41,0.41,50,18,36.0,3.55,1.28,0.06,0.17,17.1,0,0,0.08,-1.1,-1.1,337,448,75.2,5045,947,187,220,85.0,127,163,77.9,13,24,54.2,1.7,-0.7,18,18,13,5,436,10,0,0,1,35,337,51,3.62,37,1,6,5,1,1,2,0.14,0,0,0,2,0,0,25,16,4,13,8,9,16,56.3,7,16,1,15,12,37,24,0,649,24,76,236,351,86,649,48,24,50.0,22,45.8,380,2863,1515,33,22,443,8,53,37,31,54.4
Kaiki,Defensor,0,0,0,0,0.5,0.5,0.9,1.3,26,32,60,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.13,0.13,7,2,28.6,0.69,0.2,0.0,0.0,16.6,0,0,0.07,-0.5,-0.5,412,526,78.3,5889,1850,244,281,86.8,140,173,80.9,14,34,41.2,0.4,-0.9,8,29,6,4,418,104,8,0,0,25,412,21,2.07,13,0,2,3,2,1,2,0.2,2,0,0,0,0,0,33,26,13,17,3,11,18,61.1,7,10,1,9,20,53,34,1,681,26,190,340,163,21,681,42,23,54.8,13,31.0,318,1918,1117,21,5,386,19,53,11,20,35.5
Lucas Kal,Meio-campista,0,1,1,0,0.3,0.3,0.5,0.9,7,64,8,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.07,10,1,10.0,0.78,0.08,0.0,0.0,24.2,0,0,0.03,-0.3,-0.3,462,571,80.9,9641,3211,139,169,82.2,239,267,89.5,75,116,64.7,0.5,0.5,1,69,4,1,551,20,13,1,12,7,462,10,0.78,7,0,1,1,0,1,1,0.08,1,0,0,0,0,0,14,7,7,4,3,7,16,43.8,9,13,3,10,15,29,21,0,677,42,199,403,81,6,677,7,3,42.9,4,57.1,345,1730,953,9,0,430,4,45,14,12,53.8
Walter Kannemann,Defensor,0,2,2,0,0.6,0.6,0.8,1.4,2,20,0,0.0,0.2,0.2,0.0,0.2,0.06,0.08,0.14,0.14,8,1,12.5,0.79,0.1,0.0,0.0,11.6,0,0,0.07,-0.6,-0.6,242,304,79.6,4957,2188,80,87,92.0,125,142,88.0,34,61,55.7,0.0,1.2,2,16,0,0,295,9,6,0,6,0,242,8,0.79,2,0,2,3,1,0,2,0.2,0,0,0,2,0,0,18,12,12,5,1,9,18,50.0,9,16,7,9,17,35,47,0,423,78,230,176,20,8,423,6,6,100.0,0,0.0,185,785,417,3,1,217,8,25,27,6,81.8
Kanu,Defensor,0,0,0,0,0.1,0.1,0.0,0.1,13,55,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,4,1,25.0,0.19,0.05,0.0,0.0,13.5,0,0,0.03,-0.1,-0.1,1253,1332,94.1,22479,8754,471,493,95.5,662,692,95.7,99,117,84.6,0.2,0.0,1,38,0,0,1290,42,40,0,9,0,1253,5,0.24,5,0,0,0,0,0,2,0.1,2,0,0,0,0,0,21,9,12,9,0,10,15,66.7,5,26,12,14,23,44,67,1,1494,189,759,719,17,4,1494,8,4,50.0,2,25.0,961,5154,3211,3,0,1142,21,70,36,21,63.2
Alan Kardec,Atacante,0,0,0,0,0.2,0.2,0.3,0.6,1,0,7,0.0,0.0,0.0,0.0,0.0,0.22,0.33,0.55,0.55,5,1,20.0,4.89,0.98,0.0,0.0,14.8,0,0,0.04,-0.2,-0.2,12,16,75.0,165,51,8,8,100.0,4,5,80.0,0,0,0.0,0.2,-0.3,3,0,0,0,13,2,0,0,0,0,12,4,3.96,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,3,0,27,4,5,7,15,8,27,0,0,0.0,0,0.0,8,20,15,1,0,16,3,2,8,5,61.5
Kauan,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,33,36,91.7,619,143,11,11,100.0,18,19,94.7,3,4,75.0,0.0,0.0,1,3,1,0,34,2,1,0,0,0,33,2,3.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,1,0,46,1,11,27,8,0,46,1,0,0.0,1,100.0,27,111,48,1,0,35,2,2,2,1,66.7
Kauê,Meio-campista,1,0,1,1,0.2,0.2,0.0,0.2,4,4,10,0.54,0.0,0.54,0.54,0.54,0.1,0.01,0.11,0.11,3,1,33.3,1.62,0.54,0.33,1.0,19.5,0,0,0.06,0.8,0.8,31,51,60.8,536,199,16,21,76.2,8,13,61.5,5,11,45.5,0.0,0.0,1,4,0,0,43,7,3,1,1,6,31,1,0.54,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,2,0,1,1,4,25.0,3,3,0,3,0,3,5,0,69,5,10,32,28,4,69,1,1,100.0,0,0.0,29,162,84,3,1,33,2,6,2,2,50.0
Kayke,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,1,0,0.0,6.0,0.0,0.0,0.0,28.4,0,0,0.02,0.0,0.0,9,10,90.0,126,61,6,6,100.0,3,3,100.0,0,1,0.0,0.0,0.0,0,2,0,0,10,0,0,0,0,0,9,2,12.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,14,0,2,5,7,0,14,2,1,50.0,1,50.0,11,55,30,1,0,12,0,2,0,0,0.0
Renato Kayser,Atacante,1,0,1,1,0.5,0.5,0.1,0.5,0,4,3,1.06,0.0,1.06,1.06,1.06,0.48,0.07,0.56,0.56,3,1,33.3,3.18,1.06,0.33,1.0,10.2,0,0,0.15,0.5,0.5,10,15,66.7,150,77,5,8,62.5,3,3,100.0,1,1,100.0,0.0,-0.1,1,2,0,0,14,1,0,0,0,0,10,1,1.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,23,1,2,13,8,5,23,1,0,0.0,1,100.0,14,33,10,0,0,18,2,1,3,2,60.0
Renato Kayser,Atacante,4,1,5,3,5.5,4.7,1.2,5.9,20,23,39,0.34,0.08,0.42,0.25,0.34,0.46,0.1,0.57,0.5,32,8,25.0,2.71,0.68,0.09,0.38,15.0,3,1,0.15,-1.5,-1.7,148,217,68.2,2123,581,84,115,73.0,52,73,71.2,5,8,62.5,0.6,-0.2,12,14,4,0,190,26,5,1,1,2,148,29,2.46,16,2,2,5,4,0,3,0.25,1,0,1,1,0,0,14,7,2,8,4,4,15,26.7,11,10,0,10,2,16,15,0,371,15,39,180,158,44,370,28,14,50.0,13,46.4,190,941,427,10,6,234,23,37,24,67,26.4
John Kennedy,Atacante,0,0,0,0,0.6,0.6,0.1,0.7,11,8,65,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.09,13,5,38.5,1.78,0.69,0.0,0.0,16.8,0,0,0.04,-0.6,-0.6,112,144,77.8,1389,219,75,90,83.3,28,31,90.3,3,6,50.0,0.4,-0.1,5,8,2,1,134,10,2,0,1,2,112,15,2.06,10,0,2,0,3,0,0,0.0,0,0,0,0,0,0,5,3,0,4,1,2,7,28.6,5,6,1,5,0,5,8,0,266,8,29,114,126,34,266,44,13,29.5,29,65.9,156,818,261,7,9,211,16,12,10,20,33.3
Keno,Atacante,1,0,1,1,1.2,1.2,0.6,1.8,40,27,104,0.1,0.0,0.1,0.1,0.1,0.12,0.06,0.18,0.18,20,5,25.0,1.98,0.5,0.05,0.2,19.0,0,0,0.06,-0.2,-0.2,203,292,69.5,2964,780,116,147,78.9,68,92,73.9,10,23,43.5,0.7,-0.6,13,12,14,5,281,11,1,0,0,29,203,30,2.97,22,0,6,0,2,0,0,0.0,0,0,0,0,0,0,22,12,3,14,5,5,15,33.3,10,7,3,4,7,29,12,1,426,15,54,149,228,31,426,53,23,43.4,28,52.8,270,1849,979,18,12,324,17,29,6,6,50.0
Kleiton,Atacante,0,0,0,0,0.5,0.5,0.0,0.5,2,1,0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.57,1.57,4,1,25.0,12.41,3.1,0.0,0.0,14.2,0,0,0.13,-0.5,-0.5,6,6,100.0,107,29,3,3,100.0,2,2,100.0,1,1,100.0,0.0,0.0,0,3,0,0,6,0,0,0,0,0,6,3,9.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,1,6,5,4,12,2,2,100.0,0,0.0,8,77,26,0,1,12,1,0,2,4,33.3
Gabriel Knesowitsch,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,77,92,83.7,1489,565,19,25,76.0,46,52,88.5,10,12,83.3,0.0,0.0,0,0,1,0,89,3,3,0,0,0,77,3,1.37,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,5,4,1,0,3,4,75.0,1,0,0,0,3,8,4,0,110,17,50,57,3,0,110,1,1,100.0,0,0.0,61,273,99,0,0,74,4,3,4,6,40.0
Benjamín Kuscevic,Defensor,1,0,1,1,0.9,0.9,0.1,1.0,1,19,4,0.08,0.0,0.08,0.08,0.08,0.07,0.01,0.08,0.08,9,4,44.4,0.71,0.32,0.11,0.25,9.7,0,0,0.1,0.1,0.1,395,483,81.8,8157,2928,118,134,88.1,216,238,90.8,56,98,57.1,0.1,-0.1,1,21,1,0,450,32,28,0,4,1,395,6,0.47,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0,22,14,14,7,1,12,16,75.0,4,17,12,5,11,33,81,2,645,126,352,281,17,12,645,3,0,0.0,2,66.7,297,1479,804,0,0,357,3,29,42,24,63.6
Matías Lacava,Atacante,0,0,0,0,0.2,0.2,0.1,0.3,8,3,16,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.25,0.25,4,1,25.0,2.9,0.73,0.0,0.0,22.7,0,0,0.06,-0.2,-0.2,30,42,71.4,411,138,19,22,86.4,9,14,64.3,0,1,0.0,0.4,-0.1,3,1,3,2,40,2,0,0,0,8,30,5,3.63,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0,65,0,2,20,43,4,65,8,2,25.0,5,62.5,49,368,171,2,1,49,1,3,0,3,0.0
Derik Lacerda,Atacante,2,0,2,2,1.4,1.4,1.8,3.3,31,18,66,0.18,0.0,0.18,0.18,0.18,0.13,0.16,0.29,0.29,19,4,21.1,1.66,0.35,0.11,0.5,15.5,0,0,0.08,0.6,0.6,202,257,78.6,2947,587,123,146,84.2,60,70,85.7,12,19,63.2,1.2,-1.8,12,14,4,2,248,9,2,1,0,6,202,29,2.54,18,0,5,1,4,1,0,0.0,0,0,0,0,0,0,14,8,6,6,2,4,7,57.1,3,9,1,8,2,16,7,0,388,8,43,180,174,35,388,44,21,47.7,16,36.4,246,2018,914,26,9,294,28,31,24,18,57.1
Ignacio Laquintana,Atacante,1,0,1,1,0.6,0.6,0.1,0.7,11,7,24,0.33,0.0,0.33,0.33,0.33,0.19,0.02,0.22,0.22,6,2,33.3,1.96,0.65,0.17,0.5,25.5,0,0,0.1,0.4,0.4,53,78,67.9,842,278,23,28,82.1,25,33,75.8,2,4,50.0,0.1,-0.1,2,0,2,0,76,2,0,0,0,6,53,7,2.29,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,1,4,25.0,3,1,0,1,3,6,1,0,109,3,15,29,68,11,109,9,5,55.6,4,44.4,70,437,259,6,7,78,4,15,2,1,66.7
Lawan,Atacante,0,0,0,0,0.2,0.2,0.4,0.6,0,1,5,0.0,0.0,0.0,0.0,0.0,0.19,0.3,0.49,0.49,2,0,0.0,1.7,0.0,0.0,0.0,10.4,0,0,0.11,-0.2,-0.2,9,20,45.0,122,15,5,10,50.0,4,6,66.7,0,0,0.0,0.2,-0.4,1,0,0,0,16,4,0,1,0,0,9,1,0.85,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,37,1,4,16,18,3,37,4,1,25.0,2,50.0,13,60,19,1,0,24,3,4,8,9,47.1
Lázaro,Atacante,2,0,2,2,2.7,2.7,0.5,3.2,28,40,71,0.24,0.0,0.24,0.24,0.24,0.32,0.06,0.38,0.38,30,11,36.7,3.55,1.3,0.07,0.18,20.6,0,0,0.09,-0.7,-0.7,203,273,74.4,3390,858,111,135,82.2,66,84,78.6,22,32,68.8,0.7,-0.5,10,23,9,2,253,17,1,1,5,14,203,32,3.79,22,2,4,3,1,0,1,0.12,0,1,0,0,0,0,7,3,1,1,5,4,7,57.1,3,8,0,8,0,7,2,0,371,2,17,155,203,28,371,29,11,37.9,17,58.6,241,1429,682,21,3,282,13,26,7,15,31.8
Leandrinho,Defensor,1,1,2,1,0.1,0.1,0.0,0.1,3,3,10,0.39,0.39,0.79,0.39,0.79,0.03,0.01,0.05,0.05,2,2,100.0,0.79,0.79,0.5,0.5,11.7,0,0,0.04,0.9,0.9,94,126,74.6,1600,670,41,47,87.2,43,51,84.3,7,23,30.4,0.1,1.0,1,6,0,0,105,21,4,0,0,9,94,4,1.57,2,0,1,1,0,0,1,0.39,1,0,0,0,0,0,5,4,5,0,0,3,6,50.0,3,4,0,4,1,6,12,0,158,12,64,64,33,4,158,6,3,50.0,2,33.3,59,238,85,0,2,90,7,9,3,2,60.0
Mauricio Lemos,Defensor,0,0,0,0,0.1,0.1,0.1,0.2,2,9,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.05,2,0,0.0,0.62,0.0,0.0,0.0,22.7,1,0,0.04,-0.1,-0.1,180,211,85.3,3550,1152,64,73,87.7,94,103,91.3,22,33,66.7,0.0,-0.1,1,19,0,0,195,15,5,0,4,0,180,1,0.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,1,3,33.3,2,5,3,2,2,5,9,0,239,30,95,126,20,8,239,2,1,50.0,1,50.0,138,748,466,3,0,167,1,8,7,5,58.3
Willean Lepo,Defensor,0,0,0,0,0.7,0.7,1.3,2.0,46,66,36,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.11,13,4,30.8,0.72,0.22,0.0,0.0,19.8,0,0,0.05,-0.7,-0.7,683,895,76.3,11005,4418,335,390,85.9,287,345,83.2,41,93,44.1,1.6,-1.3,18,40,12,8,730,161,16,0,3,48,683,41,2.28,26,4,8,1,1,1,1,0.06,1,0,0,0,0,0,56,39,39,10,7,41,70,58.6,29,25,8,17,27,83,61,1,1163,93,429,504,251,30,1163,82,46,56.1,28,34.1,606,3672,1862,22,5,606,19,96,30,30,50.0
Jamal Lewis,Defensor,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12,15,80.0,142,49,7,8,87.5,4,5,80.0,0,1,0.0,0.0,-0.1,1,0,0,0,14,1,0,0,0,0,12,2,7.2,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,2,0,21,1,7,11,3,1,21,1,1,100.0,0,0.0,8,26,14,0,1,12,0,0,0,0,0.0
