Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Lima,Meio-campista,2,0,2,2,1.0,1.0,0.3,1.3,14,30,28,0.17,0.0,0.17,0.17,0.17,0.08,0.03,0.11,0.11,16,4,25.0,1.35,0.34,0.13,0.5,23.8,2,0,0.06,1.0,1.0,501,583,85.9,6942,1857,319,340,93.8,132,156,84.6,29,45,64.4,0.3,-0.3,10,31,3,0,537,40,22,1,4,17,501,20,1.69,11,5,0,3,0,1,0,0.0,0,0,0,0,0,0,21,8,6,11,4,8,17,47.1,9,9,0,9,12,33,7,0,730,38,212,348,176,13,730,38,14,36.8,22,57.9,389,1808,931,15,1,526,28,59,9,14,39.1
Leonardo Linck,Goleiro,0,0,0,0,0.0,0.0,0.5,0.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,262,358,73.2,8023,5911,43,43,100.0,121,122,99.2,98,187,52.4,0.3,-0.5,2,6,0,0,247,107,29,1,2,0,262,4,0.29,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,2,387,330,383,4,0,0,387,0,0,0.0,0,0.0,207,1044,700,0,0,166,1,10,3,0,100.0
Lincoln,Meio-campista,3,1,4,2,1.6,0.9,1.9,2.7,21,70,60,0.27,0.09,0.36,0.18,0.27,0.15,0.17,0.32,0.25,17,6,35.3,1.53,0.54,0.12,0.33,26.7,4,1,0.05,1.4,1.1,410,539,76.1,6974,2130,191,218,87.6,143,179,79.9,55,97,56.7,2.2,-0.9,18,46,15,5,451,82,28,7,2,55,410,40,3.6,25,4,1,3,6,1,3,0.27,2,0,0,1,0,0,24,16,7,9,8,10,25,40.0,15,15,4,11,7,31,14,1,659,22,94,315,255,22,658,10,3,30.0,7,70.0,369,1595,873,20,4,430,30,54,5,11,31.3
Liziero,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,1,6,6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,2,1,50.0,1.22,0.61,0.0,0.0,26.9,0,0,0.03,-0.1,-0.1,89,102,87.3,1659,456,33,35,94.3,46,50,92.0,9,13,69.2,0.0,0.0,0,8,0,0,96,5,5,0,1,1,89,3,1.84,3,0,0,0,0,0,1,0.61,1,0,0,0,0,0,13,7,5,5,3,7,8,87.5,1,3,0,3,0,13,2,0,121,2,28,82,12,0,121,3,0,0.0,2,66.7,60,243,118,2,0,85,3,10,0,1,0.0
Marcelo Lomba,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,22,25,88.0,390,247,11,11,100.0,9,9,100.0,2,5,40.0,0.0,0.0,0,0,0,0,17,8,1,0,0,0,22,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,26,21,26,0,0,0,26,0,0,0.0,0,0.0,14,56,35,0,0,13,0,1,1,0,100.0
Santiago Longo,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,17,19,89.5,354,70,5,6,83.3,9,10,90.0,3,3,100.0,0.0,0.0,0,3,0,0,19,0,0,0,1,0,17,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0,25,2,9,16,0,0,25,0,0,0.0,0,0.0,14,45,17,0,0,17,1,2,0,1,0.0
Bruno Lopes,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,6,0,1,4,1,1,6,2,1,50.0,1,50.0,3,37,0,0,0,4,0,0,1,1,50.0
José López,Atacante,9,2,11,9,7.7,7.7,2.3,10.1,23,33,86,0.53,0.12,0.65,0.53,0.65,0.46,0.14,0.6,0.6,58,21,36.2,3.44,1.25,0.16,0.43,15.2,0,0,0.13,1.3,1.3,161,286,56.3,2515,631,87,139,62.6,44,84,52.4,17,29,58.6,0.3,-0.3,16,28,8,1,278,5,0,2,2,10,161,35,2.08,18,0,2,8,6,1,3,0.18,2,0,0,1,0,0,12,6,1,7,4,3,16,18.8,13,21,2,19,3,15,6,0,483,8,22,211,255,73,483,28,8,28.6,16,57.1,264,1311,485,15,8,353,23,37,57,58,49.6
Lorran,Meio-campista,1,1,2,1,1.9,1.9,0.9,2.9,31,37,58,0.13,0.13,0.27,0.13,0.27,0.26,0.13,0.38,0.38,17,9,52.9,2.28,1.21,0.06,0.11,17.0,0,0,0.11,-0.9,-0.9,229,299,76.6,2951,954,151,171,88.3,50,66,75.8,12,27,44.4,1.1,0.1,14,29,16,2,276,22,4,1,0,26,229,35,4.7,29,3,0,2,0,1,5,0.67,4,0,0,0,0,1,16,14,9,5,2,6,15,40.0,9,5,0,5,2,18,0,0,393,3,30,165,208,30,393,42,22,52.4,15,35.7,257,1926,1112,30,8,288,6,30,4,10,28.6
Vágner Love,Atacante,1,0,1,1,1.5,1.5,0.0,1.5,1,2,7,0.51,0.0,0.51,0.51,0.51,0.77,0.01,0.78,0.78,6,2,33.3,3.07,1.02,0.17,0.5,8.8,0,0,0.25,-0.5,-0.5,28,36,77.8,415,71,14,18,77.8,9,11,81.8,2,2,100.0,0.0,0.0,1,0,0,0,34,2,0,0,0,2,28,5,2.56,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,3,0,3,1,1,2,0,61,2,3,21,37,8,61,1,0,0.0,1,100.0,35,108,33,1,0,46,3,5,4,9,30.8
Lucão,Goleiro,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,112,170,65.9,2835,1826,28,28,100.0,46,46,100.0,31,89,34.8,0.0,-0.4,1,4,1,0,97,73,18,0,0,0,112,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,183,139,180,3,0,0,183,0,0,0.0,0,0.0,80,458,265,0,0,51,0,5,1,0,100.0
Ayrton Lucas,Defensor,1,2,3,1,0.7,0.7,1.6,2.3,45,71,82,0.05,0.11,0.16,0.05,0.16,0.04,0.08,0.12,0.12,28,4,14.3,1.51,0.22,0.04,0.25,22.5,0,0,0.03,0.3,0.3,764,970,78.8,12672,3360,380,418,90.9,319,392,81.4,53,101,52.5,2.1,0.4,17,62,12,7,807,159,16,1,3,65,764,41,2.21,31,3,3,4,0,0,3,0.16,2,0,1,0,0,0,29,18,19,7,3,10,26,38.5,16,17,2,15,11,40,31,0,1175,35,294,542,357,44,1175,60,28,46.7,23,38.3,618,3479,1809,35,12,704,26,100,23,25,47.9
Jean Lucas,Meio-campista,3,5,8,3,4.6,4.6,2.4,7.0,41,96,133,0.12,0.2,0.32,0.12,0.32,0.18,0.09,0.28,0.28,52,17,32.7,2.06,0.67,0.06,0.18,22.5,1,0,0.09,-1.6,-1.6,832,977,85.2,13499,2759,426,461,92.4,302,343,88.0,71,96,74.0,2.5,2.6,18,84,17,2,940,34,16,4,15,13,832,65,2.57,52,1,2,5,4,1,7,0.28,7,0,0,0,0,0,40,23,19,18,3,20,51,39.2,31,26,4,22,13,53,15,1,1249,20,184,669,410,47,1249,58,30,51.7,25,43.1,791,4369,1595,46,11,937,42,122,16,20,44.4
João Lucas,Defensor,1,3,4,1,0.7,0.7,2.8,3.5,57,74,94,0.05,0.15,0.2,0.05,0.2,0.04,0.14,0.18,0.18,18,3,16.7,0.91,0.15,0.06,0.33,23.4,0,0,0.04,0.3,0.3,699,1008,69.3,13072,5173,276,317,87.1,317,422,75.1,88,193,45.6,3.3,0.2,25,55,29,18,811,194,9,2,6,87,699,53,2.67,43,3,2,1,3,1,6,0.3,5,1,0,0,0,0,62,34,26,26,10,29,48,60.4,19,20,8,12,22,84,35,0,1204,44,389,505,326,24,1204,32,21,65.6,6,18.8,604,3446,2034,47,9,677,19,101,21,16,56.8
Luciano,Meio-campista,8,1,9,7,5.7,3.9,1.7,5.6,10,49,87,0.47,0.06,0.53,0.41,0.47,0.33,0.1,0.43,0.33,49,21,42.9,2.87,1.23,0.14,0.33,18.5,1,2,0.08,2.3,3.1,476,565,84.2,8075,1418,212,243,87.2,200,222,90.1,42,52,80.8,1.5,-0.7,13,44,7,1,540,21,8,3,8,5,476,41,2.4,26,0,1,9,4,1,7,0.41,3,0,0,2,1,1,19,13,5,11,3,7,19,36.8,12,18,2,16,5,24,5,0,716,8,77,391,256,56,714,23,11,47.8,10,43.5,425,1770,571,10,2,558,32,74,11,14,44.0
Jan Lucumí González,Atacante,0,0,0,0,0.1,0.1,0.3,0.5,3,1,10,0.0,0.0,0.0,0.0,0.0,0.15,0.34,0.48,0.48,2,0,0.0,1.96,0.0,0.0,0.0,20.7,0,0,0.07,-0.1,-0.1,35,40,87.5,435,64,22,24,91.7,11,12,91.7,0,0,0.0,0.5,-0.3,2,1,1,1,36,4,3,0,0,3,35,6,5.87,3,0,2,0,1,0,0,0.0,0,0,0,0,0,0,4,0,3,1,0,1,3,33.3,2,4,1,3,1,5,1,0,61,1,10,27,26,5,61,7,4,57.1,2,28.6,40,199,78,1,2,45,5,2,0,0,0.0
Luighi,Meio-campista,1,0,1,1,1.2,1.2,0.0,1.2,1,0,4,4.29,0.0,4.29,4.29,4.29,5.15,0.0,5.15,5.15,2,2,100.0,8.57,8.57,0.5,0.5,2.6,0,0,0.6,-0.2,-0.2,4,8,50.0,37,1,4,6,66.7,0,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,13,0,0,8,5,2,13,0,0,0.0,0,0.0,8,51,21,1,0,11,2,1,1,3,25.0
André Luis,Atacante,0,0,0,0,0.3,0.3,0.1,0.3,4,13,41,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.07,4,2,50.0,0.87,0.43,0.0,0.0,17.7,0,0,0.07,-0.3,-0.3,124,156,79.5,1667,401,74,87,85.1,41,47,87.2,3,6,50.0,0.2,-0.1,1,5,3,0,146,9,1,2,0,3,124,9,1.95,5,0,2,0,2,0,0,0.0,0,0,0,0,0,0,9,6,4,2,3,6,11,54.5,5,4,2,2,1,10,4,0,206,3,29,80,101,18,206,11,4,36.4,5,45.5,103,536,143,5,0,144,14,14,10,17,37.0
Victor Luis,Defensor,1,1,2,1,0.4,0.4,0.4,0.7,7,15,16,0.23,0.23,0.45,0.23,0.45,0.08,0.08,0.16,0.16,2,2,100.0,0.45,0.45,0.5,0.5,15.9,0,0,0.18,0.6,0.6,199,252,79.0,3144,1156,101,109,92.7,71,89,79.8,17,34,50.0,0.4,0.6,5,12,3,1,204,48,9,0,0,19,199,6,1.36,5,1,0,0,0,0,1,0.23,1,0,0,0,0,0,14,9,8,5,1,8,12,66.7,4,3,1,2,6,20,15,0,305,15,85,152,73,4,305,6,3,50.0,3,50.0,138,694,409,5,2,175,10,17,8,7,53.3
David Luiz,Defensor,2,0,2,2,0.8,0.8,0.3,1.1,26,81,6,0.13,0.0,0.13,0.13,0.13,0.05,0.02,0.07,0.07,14,5,35.7,0.9,0.32,0.14,0.4,18.3,2,0,0.05,1.2,1.2,731,838,87.2,14079,4630,249,274,90.9,396,425,93.2,77,120,64.2,0.4,-0.3,6,79,5,0,776,61,45,1,2,6,731,21,1.35,17,1,0,3,0,0,1,0.06,1,0,0,0,0,0,10,7,4,5,1,2,6,33.3,4,14,8,6,12,22,62,1,969,105,379,524,73,18,969,9,4,44.4,3,33.3,620,4352,2761,23,0,670,7,47,35,13,72.9
Lyanco,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,4,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.22,0.0,0.0,0.0,32.6,0,0,0.02,0.0,0.0,234,278,84.2,4462,1571,80,91,87.9,123,132,93.2,28,46,60.9,0.1,0.0,0,14,2,0,258,18,12,0,5,6,234,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,5,3,4,0,4,7,57.1,3,9,5,4,11,18,14,1,318,28,151,155,19,2,318,4,3,75.0,1,25.0,178,840,405,4,0,201,1,21,10,5,66.7
Lyncon,Defensor,1,0,1,1,0.2,0.2,0.0,0.2,0,0,0,2.0,0.0,2.0,2.0,2.0,0.34,0.0,0.34,0.34,1,1,100.0,2.0,2.0,1.0,1.0,8.4,0,0,0.17,0.8,0.8,5,14,35.7,117,69,2,4,50.0,2,4,50.0,1,4,25.0,0.0,0.0,0,0,0,0,12,2,2,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,5,0,21,5,15,5,1,1,21,0,0,0.0,0,0.0,2,6,5,0,0,7,0,0,1,0,100.0
Machado,Meio-campista,0,0,0,0,0.0,0.0,0.1,0.1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.05,2,0,0.0,1.08,0.0,0.0,0.0,30.8,1,0,0.02,0.0,0.0,104,115,90.4,2067,411,38,38,100.0,49,51,96.1,14,22,63.6,0.0,-0.1,3,11,0,0,110,5,2,0,5,3,104,3,1.62,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,1,3,0,1,1,100.0,0,2,0,2,5,9,0,0,128,2,29,86,17,0,128,4,2,50.0,1,25.0,65,185,57,0,0,89,3,11,2,0,100.0
Machado,Meio-campista,0,0,0,0,0.2,0.2,0.3,0.5,2,20,7,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.09,5,2,40.0,0.86,0.34,0.0,0.0,26.1,2,0,0.03,-0.2,-0.2,188,237,79.3,3912,1285,77,86,89.5,67,82,81.7,41,60,68.3,0.6,-0.3,6,19,3,1,204,33,12,1,7,28,188,21,3.6,10,9,1,0,1,0,0,0.0,0,0,0,0,0,0,9,6,5,4,0,6,12,50.0,6,5,2,3,6,15,9,0,280,9,66,157,61,1,280,9,6,66.7,2,22.2,135,492,175,3,0,170,7,15,3,5,37.5
João Machado Cruz,Meio-campista,1,1,2,1,0.6,0.6,0.6,1.1,14,22,33,0.21,0.21,0.42,0.21,0.42,0.12,0.12,0.24,0.24,11,3,27.3,2.31,0.63,0.09,0.33,23.0,0,0,0.05,0.4,0.4,165,222,74.3,2906,659,71,87,81.6,72,86,83.7,16,34,47.1,0.5,0.4,9,14,6,2,201,19,7,1,3,26,165,23,4.81,20,1,1,1,0,0,2,0.42,2,0,0,0,0,0,9,3,4,3,2,3,10,30.0,7,5,0,5,2,11,4,0,276,6,37,124,115,10,276,4,1,25.0,3,75.0,160,790,404,10,3,184,3,20,3,4,42.9
Imanol Machuca,Atacante,1,1,2,1,0.8,0.8,1.0,1.9,25,14,34,0.21,0.21,0.41,0.21,0.41,0.17,0.21,0.39,0.39,5,3,60.0,1.03,0.62,0.2,0.33,13.5,0,0,0.17,0.2,0.2,119,177,67.2,1930,561,67,85,78.8,35,44,79.5,14,27,51.9,1.6,0.0,12,11,8,3,158,19,1,0,1,29,119,29,5.99,16,4,5,2,2,0,2,0.41,1,1,0,0,0,0,8,6,3,5,0,4,8,50.0,4,5,0,5,0,8,0,0,234,2,19,98,124,11,234,30,11,36.7,15,50.0,143,1453,595,16,6,164,7,25,3,8,27.3
Guilherme Madruga,Meio-campista,0,1,1,0,0.2,0.2,0.6,0.9,1,8,4,0.0,0.87,0.87,0.0,0.87,0.22,0.55,0.77,0.77,3,1,33.3,2.6,0.87,0.0,0.0,14.3,0,0,0.08,-0.2,-0.2,44,57,77.2,684,181,24,28,85.7,17,21,81.0,2,4,50.0,0.2,0.4,4,4,2,0,54,2,0,0,1,2,44,5,4.33,3,0,1,1,0,0,1,0.87,1,0,0,0,0,0,3,2,3,0,0,3,4,75.0,1,3,0,3,1,4,1,0,76,3,19,38,19,5,76,2,1,50.0,1,50.0,31,124,45,2,0,39,2,7,4,3,57.1
Mádson,Defensor,0,1,1,0,0.7,0.7,1.4,2.1,10,24,47,0.0,0.12,0.12,0.0,0.12,0.08,0.16,0.24,0.24,3,0,0.0,0.35,0.0,0.0,0.0,16.5,0,0,0.22,-0.7,-0.7,270,361,74.8,4816,1955,111,128,86.7,122,154,79.2,31,61,50.8,1.4,-0.4,15,17,9,6,282,78,4,0,0,24,270,22,2.55,14,6,0,0,2,0,1,0.12,1,0,0,0,0,0,9,5,5,2,2,3,6,50.0,3,11,8,3,10,19,25,0,434,39,120,193,121,16,434,5,0,0.0,4,80.0,170,702,347,5,2,220,10,21,27,16,62.8
Talles Magno,Meio-campista,2,0,2,2,0.8,0.8,0.3,1.1,4,7,10,0.87,0.0,0.87,0.87,0.87,0.35,0.14,0.49,0.49,5,3,60.0,2.17,1.3,0.4,0.67,9.8,0,0,0.16,1.2,1.2,46,58,79.3,575,146,27,33,81.8,15,18,83.3,1,1,100.0,0.2,-0.3,2,3,1,0,55,1,1,1,0,0,46,3,1.3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,1,3,33.3,2,6,1,5,2,4,1,0,89,2,13,42,37,9,89,7,2,28.6,4,57.1,54,315,139,6,2,66,5,12,6,5,54.5
Maguinho,Defensor,0,1,1,0,0.4,0.4,1.1,1.6,26,45,66,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.1,0.1,14,3,21.4,0.93,0.2,0.0,0.0,19.4,0,0,0.03,-0.4,-0.4,553,749,73.8,9178,3548,268,308,87.0,227,303,74.9,43,103,41.7,1.4,-0.1,22,41,17,10,603,145,7,0,1,51,553,32,2.12,27,2,0,2,1,0,2,0.13,1,0,0,0,1,0,29,12,14,12,3,11,17,64.7,6,16,6,10,15,44,28,0,894,33,240,365,296,32,894,21,7,33.3,11,52.4,431,2256,1002,20,5,514,13,59,26,23,53.1
Pablo Maia,Meio-campista,0,0,0,0,0.2,0.2,0.2,0.3,0,18,3,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.11,6,0,0.0,2.08,0.0,0.0,0.0,27.4,0,0,0.03,-0.2,-0.2,182,200,91.0,3279,651,73,76,96.1,86,89,96.6,19,22,86.4,0.2,-0.2,3,17,1,0,194,4,3,0,2,0,182,5,1.74,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,7,2,3,3,1,1,3,33.3,2,4,2,2,0,7,0,0,222,1,34,149,39,0,222,3,2,66.7,1,33.3,135,482,193,4,0,178,4,13,1,3,25.0
Thiago Maia,Meio-campista,2,3,5,2,2.0,2.0,1.6,3.6,17,89,40,0.12,0.18,0.3,0.12,0.3,0.12,0.1,0.22,0.22,15,4,26.7,0.89,0.24,0.13,0.5,18.4,0,0,0.13,0.0,0.0,743,867,85.7,11912,3392,367,407,90.2,287,331,86.7,57,74,77.0,1.4,1.4,10,72,14,1,840,26,16,2,6,5,743,40,2.38,37,0,1,1,0,1,7,0.42,5,0,1,0,0,1,37,28,11,20,6,19,36,52.8,17,17,5,12,25,62,29,2,1021,35,194,631,208,24,1021,18,12,66.7,4,22.2,482,1994,898,11,1,623,10,114,34,27,55.7
Walisson Maia,Defensor,0,1,1,0,0.3,0.3,0.7,1.0,1,12,2,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.1,0.1,7,0,0.0,0.73,0.0,0.0,0.0,12.2,0,0,0.04,-0.3,-0.3,288,368,78.3,6173,2485,80,86,93.0,162,180,90.0,45,93,48.4,0.1,0.3,3,14,0,0,355,12,12,0,1,0,288,6,0.63,5,0,0,1,0,0,1,0.1,0,0,0,1,0,0,9,8,6,3,0,2,7,28.6,5,9,8,1,7,16,55,2,467,86,262,198,9,8,467,1,1,100.0,0,0.0,245,937,372,1,0,285,3,23,25,12,67.6
Maicon,Defensor,1,0,1,1,0.7,0.7,0.4,1.1,3,56,2,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.05,6,3,50.0,0.29,0.14,0.17,0.33,11.2,0,0,0.11,0.3,0.3,785,987,79.5,17927,7193,194,218,89.0,415,465,89.2,168,279,60.2,0.7,-0.4,5,68,3,0,914,70,63,1,18,11,785,16,0.76,13,1,0,2,0,0,0,0.0,0,0,0,0,0,0,29,15,14,14,1,20,28,71.4,8,35,24,11,25,54,126,0,1221,201,664,525,38,12,1221,3,1,33.3,2,66.7,610,2537,1352,9,0,692,7,67,61,27,69.3
Hugo Mallo,Defensor,1,0,1,1,0.2,0.2,0.0,0.3,4,17,15,0.25,0.0,0.25,0.25,0.25,0.06,0.01,0.07,0.07,2,1,50.0,0.5,0.25,0.5,1.0,8.8,0,0,0.12,0.8,0.8,168,219,76.7,3051,1124,62,73,84.9,83,104,79.8,19,30,63.3,0.1,0.0,1,20,2,1,188,31,5,0,1,11,168,2,0.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,7,5,1,3,5,6,83.3,1,4,0,4,4,13,8,0,258,9,67,132,60,4,258,2,1,50.0,1,50.0,113,409,195,0,0,146,1,12,3,6,33.3
Léo Mana,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,86,109,78.9,1406,499,44,46,95.7,28,38,73.7,10,15,66.7,0.1,0.0,0,4,2,1,87,21,0,0,0,5,86,4,1.73,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,6,3,4,2,0,2,7,28.6,5,5,3,2,3,9,10,0,139,13,50,64,26,0,139,0,0,0.0,0,0.0,61,176,81,2,0,71,1,8,1,3,25.0
Eros Mancuso,Defensor,0,1,1,0,0.0,0.0,0.4,0.4,3,10,10,0.0,0.37,0.37,0.0,0.37,0.01,0.14,0.15,0.15,2,0,0.0,0.74,0.0,0.0,0.0,30.4,0,0,0.02,0.0,0.0,114,140,81.4,1912,664,60,65,92.3,49,54,90.7,5,16,31.3,0.4,0.6,4,16,4,2,120,19,2,1,2,6,114,6,2.22,5,0,0,1,0,0,1,0.37,1,0,0,0,0,0,4,3,1,3,0,2,7,28.6,5,7,1,6,2,6,3,0,171,4,40,103,29,1,171,5,2,40.0,3,60.0,70,305,109,2,0,101,2,15,0,1,0.0
Luis Mandaca,Meio-campista,3,0,3,3,4.2,4.2,0.5,4.7,11,15,25,0.53,0.0,0.53,0.53,0.53,0.74,0.09,0.83,0.83,20,9,45.0,3.55,1.6,0.15,0.33,15.6,0,0,0.24,-1.2,-1.2,131,168,78.0,2045,662,68,79,86.1,50,56,89.3,10,20,50.0,0.5,-0.5,6,15,3,1,163,4,3,0,0,4,131,18,3.2,9,0,0,4,3,2,1,0.18,0,0,0,1,0,0,13,7,4,8,1,4,8,50.0,4,13,2,11,2,15,7,0,271,13,55,124,94,29,271,26,7,26.9,16,61.5,141,794,366,7,3,178,11,18,8,14,36.4
Manoel,Defensor,0,0,0,0,0.1,0.1,0.0,0.1,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,2,1,50.0,0.31,0.15,0.0,0.0,11.1,0,0,0.04,-0.1,-0.1,268,308,87.0,4491,1641,122,131,93.1,126,141,89.4,14,26,53.8,0.0,0.0,0,4,0,0,285,23,23,0,2,0,268,1,0.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,4,5,0,1,2,7,28.6,5,8,6,2,2,8,21,0,359,53,201,147,11,4,359,1,1,100.0,0,0.0,190,968,508,2,0,239,3,19,7,16,30.4
Fernando Marçal,Defensor,1,0,1,1,0.2,0.2,0.7,1.0,17,47,53,0.1,0.0,0.1,0.1,0.1,0.02,0.08,0.1,0.1,8,2,25.0,0.8,0.2,0.13,0.5,22.0,0,0,0.03,0.8,0.8,448,591,75.8,7521,3157,228,261,87.4,172,210,81.9,40,86,46.5,0.8,-0.7,8,33,7,3,448,137,16,0,1,52,448,22,2.2,12,8,0,2,0,0,0,0.0,0,0,0,0,0,0,23,13,13,9,1,8,18,44.4,10,9,1,8,21,44,39,0,716,35,209,308,202,5,716,9,4,44.4,4,44.4,299,1337,758,7,2,357,12,35,23,14,62.2
